row_id,x,y,accuracy,time,place_id,frequency,time in mins,time in hrs
162,3.2621,6.517,260,54607,9080372417,0.0000183126705367444,910.116666666667,37.9215277777778
163,2.1663,2.3755,84,669737,3869813743,0.00000149312342008878,11162.2833333333,465.095138888889
164,3.8356,6.625,44,256223,1542465793,0.0000039028502515387,4270.38333333333,177.932638888889
165,4.7235,9.6274,7,29428,4277021071,0.0000339812423542205,490.466666666667,20.4361111111111
166,0.5421,2.3511,62,503713,5905863557,0.00000198525747796861,8395.21666666667,349.800694444444
167,3.6499,9.0093,76,366719,7610439375,0.00000272688352662393,6111.98333333333,254.665972222222
168,7.9796,1.1972,68,710014,9760165581,0.00000140842293250556,11833.5666666667,493.065277777778
169,7.348,4.3301,54,76081,4638808598,0.0000131438861213706,1268.01666666667,52.8340277777778
170,0.3764,6.3198,116,567415,9646456529,0.00000176237850603174,9456.91666666667,394.038194444444
171,0.1489,0.2586,59,154764,5938943847,0.00000646145098343284,2579.4,107.475
172,0.7061,1.3806,52,71867,2143257457,0.0000139145922328746,1197.78333333333,49.9076388888889
173,5.2868,2.7932,63,589051,2457180213,0.00000169764587446588,9817.51666666667,409.063194444444
174,3.3644,5.5377,27,663443,5215276306,0.00000150728849351037,11057.3833333333,460.724305555556
175,8.3711,5.1207,80,227167,3457555475,0.00000440204783265175,3786.11666666667,157.754861111111
176,5.1633,0.3339,10,463217,4992367896,0.00000215881541480559,7720.28333333333,321.678472222222
177,7.4515,1.596,75,307698,9477796422,0.00000324993987611229,5128.3,213.679166666667
178,7.8443,0.6051,145,576987,2451275036,0.00000173314130127715,9616.45,400.685416666667
179,5.4335,7.299,19,5646,9746853280,0.000177116542685087,94.1,3.92083333333333
180,2.2003,1.2541,65,610195,2358558474,0.00000163882037709257,10169.9166666667,423.746527777778
181,6.6566,2.3126,21,487939,7047393671,0.00000204943650743228,8132.31666666667,338.846527777778
182,8.8387,5.6785,42,648892,8152436602,0.00000154108850163047,10814.8666666667,450.619444444444
183,3.2729,9.9257,168,287683,9864618995,0.00000347604828926283,4794.71666666667,199.779861111111
184,0.7834,8.9051,3,211620,6468916409,0.0000047254512805973,3527,146.958333333333
185,3.7771,1.0254,10,203316,7437534017,0.00000491845206476618,3388.6,141.191666666667
186,3.0339,3.6246,55,356475,6541836374,0.00000280524580966407,5941.25,247.552083333333
187,6.0721,7.3973,72,543098,8124352900,0.00000184128831260656,9051.63333333333,377.151388888889
188,4.7489,3.6587,18,158376,2331092490,0.00000631408799313027,2639.6,109.983333333333
189,5.401,2.9618,68,71871,2956577100,0.0000139138178124696,1197.85,49.9104166666667
190,0.1084,1.3419,24,638757,7819741846,0.00000156554057333227,10645.95,443.58125
191,2.7878,2.5728,144,330072,7194654578,0.00000302964201749921,5501.2,229.216666666667
192,9.5491,0.8428,449,174651,5885752485,0.0000057257044047844,2910.85,121.285416666667
193,9.8862,2.0552,67,171081,6554223950,0.00000584518444479516,2851.35,118.80625
194,0.4792,6.8623,10,66772,5268909907,0.0000149763373869287,1112.86666666667,46.3694444444444
195,0.3451,9.3537,49,370553,6619067741,0.00000269866928617499,6175.88333333333,257.328472222222
196,0.3742,2.7187,62,570396,8173127695,0.00000175316797452998,9506.6,396.108333333333
197,4.3027,5.9995,69,684377,3444772017,0.0000014611829444882,11406.2833333333,475.261805555556
198,0.7933,3.917,67,599361,6420974611,0.00000166844355905706,9989.35,416.222916666667
199,3.2288,3.0644,114,782799,8358913171,0.00000127746714035148,13046.65,543.610416666667
200,7.6501,4.3549,32,486434,2727722673,0.00000205577735108977,8107.23333333333,337.801388888889
201,5.4298,2.9131,67,73465,4108047704,0.0000136119240454638,1224.41666666667,51.0173611111111
202,5.7595,1.8637,91,740441,6096677070,0.00000135054649864068,12340.6833333333,514.195138888889
203,8.1482,7.7254,66,17761,6315820229,0.0000563031360846799,296.016666666667,12.3340277777778
204,0.2384,2.6491,95,134031,3523980350,0.00000746096052405787,2233.85,93.0770833333333
205,8.6292,4.5922,76,290812,4895747471,0.00000343864764865274,4846.86666666667,201.952777777778
206,8.321,8.1322,55,42611,5484516781,0.000023468118560935,710.183333333333,29.5909722222222
207,5.0627,0.388,51,487406,4287248540,0.00000205167765681998,8123.43333333333,338.476388888889
208,7.8066,4.0105,83,741229,2484513337,0.00000134911073365991,12353.8166666667,514.742361111111
209,1.7102,8.2972,67,625615,9691566684,0.00000159842714768668,10426.9166666667,434.454861111111
210,8.3246,3.077,72,596331,3817109909,0.00000167692103881905,9938.85,414.11875
211,0.4564,7.631,161,611903,3227854311,0.0000016342459507471,10198.3833333333,424.932638888889
212,2.317,5.8899,28,387664,4176896404,0.00000257955342771059,6461.06666666667,269.211111111111
213,9.3115,5.7999,186,635334,6845442335,0.00000157397526340476,10588.9,441.204166666667
214,2.1611,6.3183,49,121644,6636463138,0.00000822070961165368,2027.4,84.475
215,1.6094,5.9324,90,737751,3133234233,0.00000135547088380768,12295.85,512.327083333333
216,6.8481,7.3961,155,583890,2937022755,0.00000171265135556355,9731.5,405.479166666667
217,3.9389,5.1907,10,503609,4885023241,0.00000198566745232909,8393.48333333333,349.728472222222
218,8.5792,4.2878,50,689150,2683012517,0.00000145106290357687,11485.8333333333,478.576388888889
219,0.4978,7.0512,8,61437,7043334259,0.0000162768364340707,1023.95,42.6645833333333
220,3.3828,7.8042,98,343771,4731920100,0.000002908913200939,5729.51666666667,238.729861111111
221,0.7609,5.2923,60,752730,4064239714,0.00000132849760206183,12545.5,522.729166666667
222,4.116,8.8613,146,645096,8481413031,0.00000155015687587584,10751.6,447.983333333333
223,9.0783,7.4734,61,515643,2975706055,0.00000193932623927795,8594.05,358.085416666667
224,9.8991,3.6138,167,18279,6716619924,0.0000547075879424476,304.65,12.69375
225,9.0428,8.2622,73,357235,4046852695,0.00000279927778633113,5953.91666666667,248.079861111111
226,5.773,5.7036,72,511865,7161674679,0.0000019536401199535,8531.08333333333,355.461805555556
227,7.6052,1.0646,66,40963,9057484350,0.0000244122744916144,682.716666666667,28.4465277777778
228,9.2736,1.4804,64,1005,4116880785,0.00099502487562189,16.75,0.697916666666667
229,4.6574,4.8631,31,697758,7013809155,0.00000143316164056879,11629.3,484.554166666667
230,2.6284,5.3755,31,690894,9337698663,0.00000144740003531656,11514.9,479.7875
231,3.7208,8.8431,38,668201,8907221664,0.00000149655567710913,11136.6833333333,464.028472222222
232,6.9573,9.3442,60,149207,3031203591,0.0000067020984270175,2486.78333333333,103.615972222222
233,8.9366,1.6878,17,94323,1624491360,0.0000106018680491503,1572.05,65.5020833333333
234,9.5171,1.2788,32,565769,5343319802,0.00000176750581951291,9429.48333333333,392.895138888889
235,5.8189,6.4788,160,528422,7305045784,0.00000189242688608726,8807.03333333333,366.959722222222
236,9.619,3.4429,103,629309,6384989877,0.00000158904449165672,10488.4833333333,437.020138888889
237,3.7112,0.9003,4,268272,9758767860,0.00000372756008826862,4471.2,186.3
238,6.3065,4.5569,58,667446,1314358546,0.00000149824854744803,11124.1,463.504166666667
239,5.8836,1.0886,108,698614,2024949046,0.00000143140561168256,11643.5666666667,485.148611111111
240,2.9661,6.5355,69,146690,2501002777,0.00000681709727997819,2444.83333333333,101.868055555556
241,0.5979,9.1823,583,665932,3114038195,0.00000150165482361562,11098.8666666667,462.452777777778
242,1.8489,3.6059,844,776727,5692628716,0.00000128745363557595,12945.45,539.39375
243,0.4381,4.7463,919,423126,5944080608,0.00000236336221361958,7052.1,293.8375
244,6.2417,3.2448,63,721207,4686859549,0.00000138656446762164,12020.1166666667,500.838194444444
245,9.7189,3.3686,4,133889,8369424572,0.00000746887346981455,2231.48333333333,92.9784722222222
246,6.9321,4.5767,70,30464,4042789583,0.0000328256302521008,507.733333333333,21.1555555555556
247,1.717,8.0489,4,59352,2209673630,0.0000168486318910904,989.2,41.2166666666667
248,4.7743,9.5231,61,649106,6791831386,0.00000154058042908246,10818.4333333333,450.768055555556
249,8.5799,7.0203,160,526217,4767869148,0.00000190035669695202,8770.28333333333,365.428472222222
250,2.5257,3.8428,25,773324,1617839380,0.00000129311905488515,12888.7333333333,537.030555555556
251,2.8055,0.9055,166,235793,2819298597,0.0000042410080027821,3929.88333333333,163.745138888889
252,4.4005,0.7281,66,266292,4378866789,0.00000375527616300903,4438.2,184.925
253,0.5305,1.8821,59,342102,5168988632,0.00000292310480499968,5701.7,237.570833333333
254,9.8834,5.5934,72,709425,3544702430,0.00000140959227543433,11823.75,492.65625
255,0.3659,0.1537,176,273956,1412889338,0.00000365022120340493,4565.93333333333,190.247222222222
256,4.1469,3.2639,98,646413,9003285471,0.00000154699859068428,10773.55,448.897916666667
257,4.8097,7.2837,45,565213,4654445650,0.00000176924451489969,9420.21666666667,392.509027777778
258,3.2447,8.467,66,487883,8994011016,0.00000204967174507003,8131.38333333333,338.807638888889
259,6.832,0.1352,65,608836,5678467009,0.00000164247843425816,10147.2666666667,422.802777777778
260,8.791,8.6943,68,751813,2065959426,0.00000133011799476732,12530.2166666667,522.092361111111
261,3.6777,4.3526,6,460180,4807533735,0.00000217306271458994,7669.66666666667,319.569444444444
262,2.7004,1.7452,68,656809,2328726743,0.00000152251263304857,10946.8166666667,456.117361111111
263,9.8181,0.4694,54,211616,1304638580,0.00000472554060184485,3526.93333333333,146.955555555556
264,6.3552,8.3397,144,637334,8300783327,0.0000015690360156527,10622.2333333333,442.593055555556
265,1.7205,5.6636,26,276627,3045022715,0.00000361497612308271,4610.45,192.102083333333
266,0.2555,6.0699,65,111956,3057071320,0.00000893208046018079,1865.93333333333,77.7472222222222
267,7.1595,0.2719,170,395280,4736875108,0.00000252985225662821,6588,274.5
268,8.6562,7.2322,65,476607,1012925232,0.00000209816473530603,7943.45,330.977083333333
269,6.9153,9.5241,62,68818,1581047939,0.0000145310819843646,1146.96666666667,47.7902777777778
270,1.6137,8.2741,36,305929,7676102493,0.00000326873228755692,5098.81666666667,212.450694444444
271,3.9691,3.4778,10,561398,4658972803,0.00000178126747868713,9356.63333333333,389.859722222222
272,7.2488,2.9944,12,176907,2118696302,0.0000056526875703053,2948.45,122.852083333333
273,6.7731,7.199,62,763263,2936911848,0.00000131016438632555,12721.05,530.04375
274,2.8603,3.1496,62,409573,1099456046,0.00000244156719314994,6826.21666666667,284.425694444444
275,5.2274,7.8088,167,386038,5135615999,0.0000025904185598309,6433.96666666667,268.081944444444
276,6.1193,4.5049,38,482735,3036769406,0.00000207152992842864,8045.58333333333,335.232638888889
277,2.7227,8.0698,184,206800,1479885818,0.00000483558994197292,3446.66666666667,143.611111111111
278,9.3314,3.0396,69,53157,6700947282,0.0000188121978290724,885.95,36.9145833333333
279,4.5853,8.6403,58,631139,4768858248,0.00000158443702575819,10518.9833333333,438.290972222222
280,4.5868,8.9804,53,256576,7437146715,0.00000389748066849588,4276.26666666667,178.177777777778
281,0.3075,2.5147,67,301255,8920832080,0.00000331944698013311,5020.91666666667,209.204861111111
282,9.925,4.2,28,498834,9153343927,0.00000200467490187116,8313.9,346.4125
283,2.4815,9.0111,64,190053,5911496193,0.00000526169016011323,3167.55,131.98125
284,0.6843,7.4833,19,178007,3813277154,0.00000561775660507733,2966.78333333333,123.615972222222
285,0.7599,8.0184,55,773910,6285979907,0.00000129213991290977,12898.5,537.4375
286,6.5611,8.2226,58,233659,7251967547,0.00000427974099007528,3894.31666666667,162.263194444444
287,7.5797,3.487,56,737945,4623222280,0.00000135511454105658,12299.0833333333,512.461805555556
288,1.87,1.0625,60,685572,3170537739,0.0000014586360003034,11426.2,476.091666666667
289,0.0091,3.6244,66,400786,8417337534,0.00000249509713413143,6679.76666666667,278.323611111111
290,3.3771,4.0756,64,398427,3463664755,0.00000250987006402679,6640.45,276.685416666667
291,3.627,7.9511,51,406335,9252963695,0.00000246102353969016,6772.25,282.177083333333
292,8.9002,6.9567,130,644314,7698507904,0.00000155203829188874,10738.5666666667,447.440277777778
293,0.5608,8.384,72,717155,8240856074,0.00000139439870042041,11952.5833333333,498.024305555556
294,5.2365,4.6433,64,154688,1669967323,0.00000646462556888705,2578.13333333333,107.422222222222
295,1.4589,4.0076,45,353675,6174257367,0.00000282745458401074,5894.58333333333,245.607638888889
296,6.1956,4.3904,64,165692,6914521052,0.00000603529440166091,2761.53333333333,115.063888888889
297,8.1706,3.6236,921,562240,6718642606,0.00000177859988616961,9370.66666666667,390.444444444444
298,2.419,3.6531,680,153175,9423802080,0.00000652848049616452,2552.91666666667,106.371527777778
299,1.3472,4.5146,71,432646,1259749250,0.00000231135847783176,7210.76666666667,300.448611111111
300,0.6356,9.5143,58,166232,6682632876,0.00000601568891669474,2770.53333333333,115.438888888889
301,7.3815,3.2452,12,467320,4836326665,0.00000213986133698536,7788.66666666667,324.527777777778
302,8.6014,6.8774,66,202845,4606757659,0.00000492987256279425,3380.75,140.864583333333
303,7.4048,5.6964,9,167285,8136307240,0.00000597782227934364,2788.08333333333,116.170138888889
304,5.0273,0.5515,37,377980,1991108737,0.000002645642626594,6299.66666666667,262.486111111111
305,5.4778,4.1316,72,729053,5994791253,0.00000137164239088242,12150.8833333333,506.286805555556
